scope,check,n,min_slack,tol,passed,max_fraction_of_bound
ctrl31:H1,trajectory_certificate,62,0.0008891790701071045,2.6857074178285258e-14,1,
ctrl31:H2,constant_margin,101,8.489681400103422e-07,2e-06,1,
ctrl31:H2,fs_angle,25,0.03259018884007102,1e-09,1,
ctrl31:H2,trajectory_certificate,62,0.0008763209896275326,2.6857074178285258e-14,1,
ctrl32,polytope,60,0.0009575733430156053,1e-12,1,
ctrl32,lipschitz_pairs,30,0.000646948520045737,1e-12,1,
ctrl32,tv_slope,185,2.5232123460631297,1e-09,1,0.13287362880590042
ctrl32:H0,constant_margin,101,8.818147694267253e-07,2e-06,1,
ctrl32:H0,fs_angle,25,0.03251682305477385,1e-09,1,
ctrl32:H0,trajectory_certificate,62,0.0008652323980977705,2.767270397689569e-14,1,
ctrl32:H1,constant_margin,101,8.358879048930845e-07,2e-06,1,
ctrl32:H1,fs_angle,25,0.032778543323778546,1e-09,1,
ctrl32:H1,trajectory_certificate,62,0.0008756839235893876,2.767270397689569e-14,1,
ctrl32:H2,constant_margin,101,9.033835490779296e-07,2e-06,1,
ctrl32:H2,fs_angle,25,0.03268485952676265,1e-09,1,
ctrl32:H2,trajectory_certificate,62,0.0008795455629264648,2.767270397689569e-14,1,
ctrl33,polytope,60,0.0009606517165879902,1e-12,1,
ctrl33,lipschitz_pairs,30,0.0007453459414545628,1e-12,1,
ctrl33,tv_slope,187,2.876105818140961,1e-09,1,0.12742483241194935
ctrl33:H0,constant_margin,101,8.348089099996514e-07,2e-06,1,
ctrl33:H0,fs_angle,25,0.034454090829388134,1e-09,1,
ctrl33:H0,trajectory_certificate,62,0.0008598397609480557,2.6884101263507567e-14,1,
ctrl33:H1,constant_margin,101,8.946261748077333e-07,2e-06,1,
ctrl33:H1,fs_angle,25,0.033685775013829695,1e-09,1,
ctrl33:H1,trajectory_certificate,62,0.0008945555739409139,2.6884101263507567e-14,1,
ctrl33:H2,constant_margin,101,8.35199038817791e-07,2e-06,1,
ctrl33:H2,fs_angle,25,0.032804760335280576,1e-09,1,
ctrl33:H2,trajectory_certificate,62,0.0008690807870630479,2.6884101263507567e-14,1,
ctrl34,polytope,60,0.000952919675712316,1e-12,1,
ctrl34,lipschitz_pairs,30,0.0007597612329442313,1e-12,1,
ctrl34,tv_slope,188,2.453071794863269,1e-09,1,0.11060979399044489
ctrl34:H0,constant_margin,101,6.639274429121045e-07,2e-06,1,
ctrl34:H0,fs_angle,25,0.034456010806838536,1e-09,1,
ctrl34:H0,trajectory_certificate,62,0.000832969312350551,2.7268481318544282e-14,1,
ctrl34:H1,constant_margin,101,8.621561259358757e-07,2e-06,1,
ctrl34:H1,fs_angle,25,0.03299584792054655,1e-09,1,
ctrl34:H1,trajectory_certificate,62,0.0008742614187479125,2.7268481318544282e-14,1,
ctrl34:H2,constant_margin,101,9.018179747410926e-07,2e-06,1,
ctrl34:H2,fs_angle,25,0.03329667270949577,1e-09,1,
ctrl34:H2,trajectory_certificate,62,0.0008976004683575178,2.7268481318544282e-14,1,
ctrl35,polytope,60,0.0009633749532573788,1e-12,1,
ctrl35,lipschitz_pairs,30,0.0007538597468867215,1e-12,1,
ctrl35,tv_slope,190,3.353117274979576,1e-09,1,0.10027362728625099
ctrl35:H0,constant_margin,101,9.146595243425537e-07,2e-06,1,
ctrl35:H0,fs_angle,25,0.03396525582293573,1e-09,1,
ctrl35:H0,trajectory_certificate,62,0.0008424102162805092,3.000239901153028e-14,1,
ctrl35:H1,constant_margin,101,8.813313515654286e-07,2e-06,1,
ctrl35:H1,fs_angle,25,0.03360704260504525,1e-09,1,
ctrl35:H1,trajectory_certificate,62,0.0009033288046336185,3.000239901153028e-14,1,
ctrl35:H2,constant_margin,101,9.393441774419031e-07,2e-06,1,
ctrl35:H2,fs_angle,25,0.0326157447327268,1e-09,1,
ctrl35:H2,trajectory_certificate,62,0.000880625012065761,3.000239901153028e-14,1,
ctrl36,polytope,60,0.0009613027142453268,1e-12,1,
ctrl36,lipschitz_pairs,30,0.0007398811425480098,1e-12,1,
ctrl36,tv_slope,187,2.796058743572751,1e-09,1,0.11739173754292051
ctrl36:H0,constant_margin,101,9.052368035167291e-07,2e-06,1,
ctrl36:H0,fs_angle,25,0.0338472171307047,1e-09,1,
ctrl36:H0,trajectory_certificate,62,0.0008353710127906311,2.8929033627242314e-14,1,
ctrl36:H1,constant_margin,101,8.753422570118019e-07,2e-06,1,
ctrl36:H1,fs_angle,25,0.032992906803452474,1e-09,1,
ctrl36:H1,trajectory_certificate,62,0.0008916777626177819,2.8929033627242314e-14,1,
ctrl36:H2,constant_margin,101,8.499034058750965e-07,2e-06,1,
ctrl36:H2,fs_angle,25,0.0336351737693779,1e-09,1,
ctrl36:H2,trajectory_certificate,62,0.0008581042141103667,2.8929033627242314e-14,1,
ctrl37,polytope,60,0.0009486533166412903,1e-12,1,
ctrl37,lipschitz_pairs,30,0.0007804413020271687,1e-12,1,
ctrl37,tv_slope,181,2.508001236276289,1e-09,1,0.12975077981438968
ctrl37:H0,constant_margin,101,9.473252357006245e-07,2e-06,1,
ctrl37:H0,fs_angle,25,0.03334190713167559,1e-09,1,
ctrl37:H0,trajectory_certificate,62,0.0007896032965429844,2.602637252213328e-14,1,
ctrl37:H1,constant_margin,101,7.329867471872475e-07,2e-06,1,
ctrl37:H1,fs_angle,25,0.03247306610913275,1e-09,1,
ctrl37:H1,trajectory_certificate,62,0.0008866325072949266,2.602637252213328e-14,1,
ctrl37:H2,constant_margin,101,8.36201618836796e-07,2e-06,1,
ctrl37:H2,fs_angle,25,0.033572984360535574,1e-09,1,
ctrl37:H2,trajectory_certificate,62,0.0008933068024122859,2.602637252213328e-14,1,
ctrl38,polytope,60,0.0009561342711803533,1e-12,1,
ctrl38,lipschitz_pairs,30,0.0007691864033387886,1e-12,1,
ctrl38,tv_slope,191,2.284658727162585,1e-09,1,0.09367014707003882
ctrl38:H0,constant_margin,101,7.350755990565006e-07,2e-06,1,
ctrl38:H0,fs_angle,25,0.03333421007456783,1e-09,1,
ctrl38:H0,trajectory_certificate,62,0.0008002910483424497,2.731324526977017e-14,1,
ctrl38:H1,constant_margin,101,8.426718829390722e-07,2e-06,1,
ctrl38:H1,fs_angle,25,0.032820883057480474,1e-09,1,
ctrl38:H1,trajectory_certificate,62,0.0008833546704322126,2.731324526977017e-14,1,
ctrl38:H2,constant_margin,101,8.551821768509882e-07,2e-06,1,
ctrl38:H2,fs_angle,25,0.03256281583008798,1e-09,1,
ctrl38:H2,trajectory_certificate,62,0.0008862176960678925,2.731324526977017e-14,1,
ctrl39,polytope,60,0.0009407336754096995,1e-12,1,
ctrl39,lipschitz_pairs,30,0.0007102710345617907,1e-12,1,
ctrl39,tv_slope,188,2.5926092020257956,1e-09,1,0.1299536032772826
ctrl39:H0,constant_margin,101,6.855695426910557e-07,2e-06,1,
ctrl39:H0,fs_angle,25,0.03253007745028328,1e-09,1,
ctrl39:H0,trajectory_certificate,62,0.0008017952532928252,2.832286611541192e-14,1,
ctrl39:H1,constant_margin,101,9.953637379878089e-07,2e-06,1,
ctrl39:H1,fs_angle,25,0.030741845310478327,1e-09,1,
ctrl39:H1,trajectory_certificate,62,0.0008801546461375542,2.832286611541192e-14,1,
ctrl39:H2,constant_margin,101,9.936768369245286e-07,2e-06,1,
ctrl39:H2,fs_angle,25,0.031160840125414212,1e-09,1,
ctrl39:H2,trajectory_certificate,62,0.0008536030475010392,2.832286611541192e-14,1,
ctrl40,polytope,60,0.0009351666204509002,1e-12,1,
ctrl40,lipschitz_pairs,30,0.0007480744762121463,1e-12,1,
ctrl40,tv_slope,189,3.08134539919148,1e-09,1,0.09991761123261848
ctrl40:H0,constant_margin,101,7.092710878620068e-07,2e-06,1,
ctrl40:H0,fs_angle,25,0.03266871052004239,1e-09,1,
ctrl40:H0,trajectory_certificate,62,0.00082308373270501,2.8310166830013898e-14,1,
ctrl40:H1,constant_margin,101,8.295953238812714e-07,2e-06,1,
ctrl40:H1,fs_angle,25,0.03296403465142373,1e-09,1,
ctrl40:H1,trajectory_certificate,62,0.0008695629291557427,2.8310166830013898e-14,1,
ctrl40:H2,constant_margin,101,9.525266526644316e-07,2e-06,1,
ctrl40:H2,fs_angle,25,0.03168719714864123,1e-09,1,
ctrl40:H2,trajectory_certificate,62,0.0008691949850413438,2.8310166830013898e-14,1,
ctrl41,polytope,60,0.0009366559780863426,1e-12,1,
ctrl41,lipschitz_pairs,30,0.0008066104324915313,1e-12,1,
ctrl41,tv_slope,187,2.2680202073071447,1e-09,1,0.11674550123947859
ctrl41:H0,constant_margin,101,9.718181394058334e-07,2e-06,1,
ctrl41:H0,fs_angle,25,0.03274343908293563,1e-09,1,
ctrl41:H0,trajectory_certificate,62,0.0008400765094144225,2.78360853550478e-14,1,
ctrl41:H1,constant_margin,101,9.392506754579699e-07,2e-06,1,
ctrl41:H1,fs_angle,25,0.03253907556981682,1e-09,1,
ctrl41:H1,trajectory_certificate,62,0.0008770780039774051,2.78360853550478e-14,1,
ctrl41:H2,constant_margin,101,9.48095774000457e-07,2e-06,1,
ctrl41:H2,fs_angle,25,0.03240871098257675,1e-09,1,
ctrl41:H2,trajectory_certificate,62,0.0008909712454999719,2.78360853550478e-14,1,
ctrl42,polytope,60,0.0009314267205209337,1e-12,1,
ctrl42,lipschitz_pairs,30,0.0007162514016098427,1e-12,1,
ctrl42,tv_slope,187,2.679039999337682,1e-09,1,0.1278049976485854
ctrl42:H0,constant_margin,101,6.654253337234906e-07,2e-06,1,
ctrl42:H0,fs_angle,25,0.03328751277178528,1e-09,1,
ctrl42:H0,trajectory_certificate,62,0.0008106339606094304,2.7543379156348848e-14,1,
ctrl42:H1,constant_margin,101,8.456073405938014e-07,2e-06,1,
ctrl42:H1,fs_angle,25,0.03161794303588851,1e-09,1,
ctrl42:H1,trajectory_certificate,62,0.0008711583151136404,2.7543379156348848e-14,1,
ctrl42:H2,constant_margin,101,8.335555282679152e-07,2e-06,1,
ctrl42:H2,fs_angle,25,0.03192276971900469,1e-09,1,
ctrl42:H2,trajectory_certificate,62,0.0008884497046002249,2.7543379156348848e-14,1,
ctrl43,polytope,60,0.0009453454079931811,1e-12,1,
ctrl43,lipschitz_pairs,30,0.0007476224386121014,1e-12,1,
ctrl43,tv_slope,186,2.8767938063586,1e-09,1,0.10748050247585537
ctrl43:H0,constant_margin,101,9.731390288036934e-07,2e-06,1,
ctrl43:H0,fs_angle,25,0.033093509363265695,1e-09,1,
ctrl43:H0,trajectory_certificate,62,0.0008496694238343538,2.7977270013735138e-14,1,
ctrl43:H1,constant_margin,101,9.246800117823639e-07,2e-06,1,
ctrl43:H1,fs_angle,25,0.031317985951960225,1e-09,1,
ctrl43:H1,trajectory_certificate,62,0.0008644779337619868,2.7977270013735138e-14,1,
ctrl43:H2,constant_margin,101,8.701221778650847e-07,2e-06,1,
ctrl43:H2,fs_angle,25,0.03264974833567751,1e-09,1,
ctrl43:H2,trajectory_certificate,62,0.0008803491702125132,2.7977270013735138e-14,1,
ctrl44,polytope,60,0.0009357250410700901,1e-12,1,
ctrl44,lipschitz_pairs,30,0.0007659242544951934,1e-12,1,
ctrl44,tv_slope,184,2.684760563877406,1e-09,1,0.11288544868006013
ctrl44:H0,constant_margin,101,8.637226607266513e-07,2e-06,1,
ctrl44:H0,fs_angle,25,0.031097396656202016,1e-09,1,
ctrl44:H0,trajectory_certificate,62,0.0008593793511336711,2.7207125943369274e-14,1,
ctrl44:H1,constant_margin,101,9.714839557251054e-07,2e-06,1,
ctrl44:H1,fs_angle,25,0.028996096019589104,1e-09,1,
ctrl44:H1,trajectory_certificate,62,0.0008614659245693712,2.7207125943369274e-14,1,
ctrl44:H2,constant_margin,101,8.470336492205632e-07,2e-06,1,
ctrl44:H2,fs_angle,25,0.02950208771497008,1e-09,1,
ctrl44:H2,trajectory_certificate,62,0.0008388964291741186,2.7207125943369274e-14,1,
ctrl45,polytope,60,0.0009301785063271506,1e-12,1,
ctrl45,lipschitz_pairs,30,0.0006256764166022889,1e-12,1,
ctrl45,tv_slope,186,2.6569746837273014,1e-09,1,0.11507368846057281
ctrl45:H0,constant_margin,101,7.271714658196871e-07,2e-06,1,
ctrl45:H0,fs_angle,25,0.03168521187340075,1e-09,1,
ctrl45:H0,trajectory_certificate,62,0.0008446953926596334,2.869102230223601e-14,1,
ctrl45:H1,constant_margin,101,7.977180800367023e-07,2e-06,1,
ctrl45:H1,fs_angle,25,0.031154454863124265,1e-09,1,
ctrl45:H1,trajectory_certificate,62,0.0008772358592197271,2.869102230223601e-14,1,
ctrl45:H2,constant_margin,101,8.606424150015002e-07,2e-06,1,
ctrl45:H2,fs_angle,25,0.030635788362077452,1e-09,1,
ctrl45:H2,trajectory_certificate,62,0.000864400330220727,2.869102230223601e-14,1,
ctrl46,polytope,60,0.0009231619466695262,1e-12,1,
ctrl46,lipschitz_pairs,30,0.0007198419424821453,1e-12,1,
ctrl46,tv_slope,188,2.8397246363900552,1e-09,1,0.10002364361023075
ctrl46:H0,constant_margin,101,7.841906695116307e-07,2e-06,1,
ctrl46:H0,fs_angle,25,0.03002916875633862,1e-09,1,
ctrl46:H0,trajectory_certificate,62,0.0008143326222059821,2.7621777829228e-14,1,
ctrl46:H1,constant_margin,101,8.591169354810191e-07,2e-06,1,
ctrl46:H1,fs_angle,25,0.029629201870907604,1e-09,1,
ctrl46:H1,trajectory_certificate,62,0.0008673145296328455,2.7621777829228e-14,1,
ctrl46:H2,constant_margin,101,8.811150324916639e-07,2e-06,1,
ctrl46:H2,fs_angle,25,0.030579404954273613,1e-09,1,
ctrl46:H2,trajectory_certificate,62,0.0008852427332505242,2.7621777829228e-14,1,
ctrl47,polytope,60,0.0009233928622777166,1e-12,1,
ctrl47,lipschitz_pairs,30,0.0006982138477442145,1e-12,1,
ctrl47,tv_slope,187,2.877724431020286,1e-09,1,0.1113245689377788
ctrl47:H0,constant_margin,101,8.364494088475283e-07,2e-06,1,
ctrl47:H0,fs_angle,25,0.030763316225373663,1e-09,1,
ctrl47:H0,trajectory_certificate,62,0.0008512418966313273,2.7936588907542142e-14,1,
ctrl47:H1,constant_margin,101,8.331231936553607e-07,2e-06,1,
ctrl47:H1,fs_angle,25,0.029792704889388982,1e-09,1,
ctrl47:H1,trajectory_certificate,62,0.0008595762292659126,2.7936588907542142e-14,1,
ctrl47:H2,constant_margin,101,9.363472697199171e-07,2e-06,1,
ctrl47:H2,fs_angle,25,0.02997949054312396,1e-09,1,
ctrl47:H2,trajectory_certificate,62,0.0008624154573988463,2.7936588907542142e-14,1,
ctrl48,polytope,60,0.0009118050369394393,1e-12,1,
ctrl48,lipschitz_pairs,30,0.0007477011114274772,1e-12,1,
ctrl48,tv_slope,185,3.049725459429218,1e-09,1,0.12906871510076695
ctrl48:H0,constant_margin,101,7.139350421958568e-07,2e-06,1,
ctrl48:H0,fs_angle,25,0.029371263263486696,1e-09,1,
ctrl48:H0,trajectory_certificate,62,0.0008351829507822206,3.1062327193997153e-14,1,
ctrl48:H1,constant_margin,101,9.838088719238414e-07,2e-06,1,
ctrl48:H1,fs_angle,25,0.030053770221822734,1e-09,1,
ctrl48:H1,trajectory_certificate,62,0.0008742707255363635,3.1062327193997153e-14,1,
ctrl48:H2,constant_margin,101,9.487742943514732e-07,2e-06,1,
ctrl48:H2,fs_angle,25,0.02978264289634421,1e-09,1,
ctrl48:H2,trajectory_certificate,62,0.0008659092453298101,3.1062327193997153e-14,1,
ctrl49,polytope,60,0.0009137582265431599,1e-12,1,
ctrl49,lipschitz_pairs,30,0.0007421250273219826,1e-12,1,
ctrl49,tv_slope,188,2.292425581408222,1e-09,1,0.1307328533369636
ctrl49:H0,constant_margin,101,6.645639635260991e-07,2e-06,1,
ctrl49:H0,fs_angle,25,0.030581080023408834,1e-09,1,
ctrl49:H0,trajectory_certificate,62,0.0008269433561012285,2.6828129536190367e-14,1,
ctrl49:H1,constant_margin,101,9.216836832637298e-07,2e-06,1,
ctrl49:H1,fs_angle,25,0.02943252511781076,1e-09,1,
ctrl49:H1,trajectory_certificate,62,0.0008598498325610437,2.6828129536190367e-14,1,
ctrl49:H2,constant_margin,101,9.024718999883774e-07,2e-06,1,
ctrl49:H2,fs_angle,25,0.02928950384880625,1e-09,1,
ctrl49:H2,trajectory_certificate,62,0.0008669452229107533,2.6828129536190367e-14,1,
ctrl50,polytope,60,0.0009034129725891127,1e-12,1,
ctrl50,lipschitz_pairs,30,0.0006952867594058698,1e-12,1,
ctrl50,tv_slope,190,2.4161359783596406,1e-09,1,0.11662116985865681
ctrl50:H0,constant_margin,101,7.469537698368001e-07,2e-06,1,
ctrl50:H0,fs_angle,25,0.030017534367254618,1e-09,1,
ctrl50:H0,trajectory_certificate,62,0.0008073673535067272,2.591671990086615e-14,1,
ctrl50:H1,constant_margin,101,9.182657502160296e-07,2e-06,1,
ctrl50:H1,fs_angle,25,0.02922373614806964,1e-09,1,
ctrl50:H1,trajectory_certificate,62,0.0008656272191087666,2.591671990086615e-14,1,
ctrl50:H2,constant_margin,101,9.93251539571638e-07,2e-06,1,
ctrl50:H2,fs_angle,25,0.0293748687898635,1e-09,1,
ctrl50:H2,trajectory_certificate,62,0.0008714604948588667,2.591671990086615e-14,1,
ctrl51,polytope,60,0.0009174227313696326,1e-12,1,
ctrl51,lipschitz_pairs,30,0.0007540087785922113,1e-12,1,
ctrl51,tv_slope,191,2.6639519496576125,1e-09,1,0.10557183771955826
ctrl51:H0,constant_margin,101,9.211128596531282e-07,2e-06,1,
ctrl51:H0,fs_angle,25,0.03015379617468369,1e-09,1,
ctrl51:H0,trajectory_certificate,62,0.0008184146185372665,2.6305059803090804e-14,1,
ctrl51:H1,constant_margin,101,9.153080027246574e-07,2e-06,1,
ctrl51:H1,fs_angle,25,0.028652855877420155,1e-09,1,
ctrl51:H1,trajectory_certificate,62,0.0008580538509336266,2.6305059803090804e-14,1,
ctrl51:H2,constant_margin,101,8.592436315790764e-07,2e-06,1,
ctrl51:H2,fs_angle,25,0.029928262672530657,1e-09,1,
ctrl51:H2,trajectory_certificate,62,0.0008720221288366359,2.6305059803090804e-14,1,
ctrl52,polytope,60,0.0009113966798549589,1e-12,1,
ctrl52,lipschitz_pairs,30,0.0007580732480721493,1e-12,1,
ctrl52,tv_slope,191,2.511368140258609,1e-09,1,0.11183191122332677
ctrl52:H0,constant_margin,101,7.496860918720927e-07,2e-06,1,
ctrl52:H0,fs_angle,25,0.029033279608241123,1e-09,1,
ctrl52:H0,trajectory_certificate,62,0.0008206479774626185,2.5830981155418793e-14,1,
ctrl52:H1,constant_margin,101,9.502786121329265e-07,2e-06,1,
ctrl52:H1,fs_angle,25,0.028988577055474057,1e-09,1,
ctrl52:H1,trajectory_certificate,62,0.0008716610470668185,2.5830981155418793e-14,1,
ctrl52:H2,constant_margin,101,8.353673663918926e-07,2e-06,1,
ctrl52:H2,fs_angle,25,0.028416568412683748,1e-09,1,
ctrl52:H2,trajectory_certificate,62,0.0008540737148401423,2.5830981155418793e-14,1,
ctrl53,polytope,60,0.0008937223000178296,1e-12,1,
ctrl53,lipschitz_pairs,30,0.0007107936071324729,1e-12,1,
ctrl53,tv_slope,190,2.480568134223843,1e-09,1,0.11039551019477202
ctrl53:H0,constant_margin,101,7.064816470725432e-07,2e-06,1,
ctrl53:H0,fs_angle,25,0.029889095113902628,1e-09,1,
ctrl53:H0,trajectory_certificate,62,0.0008162737453910607,3.0825083078540464e-14,1,
ctrl53:H1,constant_margin,101,8.719144631852416e-07,2e-06,1,
ctrl53:H1,fs_angle,25,0.027315921009744996,1e-09,1,
ctrl53:H1,trajectory_certificate,62,0.0008497606849214856,3.0825083078540464e-14,1,
ctrl53:H2,constant_margin,101,8.42234048392676e-07,2e-06,1,
ctrl53:H2,fs_angle,25,0.02962176024577962,1e-09,1,
ctrl53:H2,trajectory_certificate,62,0.0008335310314231403,3.0825083078540464e-14,1,
ctrl54,polytope,60,0.0008919336186108406,1e-12,1,
ctrl54,lipschitz_pairs,30,0.0007301683586117,1e-12,1,
ctrl54,tv_slope,190,2.4388560304990334,1e-09,1,0.10466454589176925
ctrl54:H0,constant_margin,101,6.945286583626142e-07,2e-06,1,
ctrl54:H0,fs_angle,25,0.02845449558265047,1e-09,1,
ctrl54:H0,trajectory_certificate,62,0.0007713930388669743,2.7255436682958194e-14,1,
ctrl54:H1,constant_margin,101,8.282496071210232e-07,2e-06,1,
ctrl54:H1,fs_angle,25,0.026766517727017367,1e-09,1,
ctrl54:H1,trajectory_certificate,62,0.0008488104633277427,2.7255436682958194e-14,1,
ctrl54:H2,constant_margin,101,9.984319494504845e-07,2e-06,1,
ctrl54:H2,fs_angle,25,0.028192961632446056,1e-09,1,
ctrl54:H2,trajectory_certificate,62,0.0008544066084815727,2.7255436682958194e-14,1,
ctrl55,polytope,60,0.0008895901235285164,1e-12,1,
ctrl55,lipschitz_pairs,30,0.0007561373552204332,1e-12,1,
ctrl55,tv_slope,189,2.305617107533834,1e-09,1,0.10481791372312733
ctrl55:H0,constant_margin,101,6.130890268796207e-07,2e-06,1,
ctrl55:H0,fs_angle,25,0.027908877352290164,1e-09,1,
ctrl55:H0,trajectory_certificate,62,0.0007861491694347578,2.7423443266255635e-14,1,
ctrl55:H1,constant_margin,101,9.500880299162517e-07,2e-06,1,
ctrl55:H1,fs_angle,25,0.027864520884143415,1e-09,1,
ctrl55:H1,trajectory_certificate,62,0.0008427334400440412,2.7423443266255635e-14,1,
ctrl55:H2,constant_margin,101,9.640274717392927e-07,2e-06,1,
ctrl55:H2,fs_angle,25,0.026873891633876167,1e-09,1,
ctrl55:H2,trajectory_certificate,62,0.0008402024774000205,2.7423443266255635e-14,1,
ctrl56,polytope,60,0.000880792516465001,1e-12,1,
ctrl56,lipschitz_pairs,30,0.0006635905118824858,1e-12,1,
ctrl56,tv_slope,190,2.71297600507342,1e-09,1,0.11100412671418868
ctrl56:H0,constant_margin,101,9.2663309758656e-07,2e-06,1,
ctrl56:H0,fs_angle,25,0.028476599952154336,1e-09,1,
ctrl56:H0,trajectory_certificate,62,0.0007802585821485852,2.7794810959761984e-14,1,
ctrl56:H1,constant_margin,101,9.296672278669149e-07,2e-06,1,
ctrl56:H1,fs_angle,25,0.027199954596897002,1e-09,1,
ctrl56:H1,trajectory_certificate,62,0.0008477727007816238,2.7794810959761984e-14,1,
ctrl56:H2,constant_margin,101,9.8263122405573e-07,2e-06,1,
ctrl56:H2,fs_angle,25,0.028192489832114222,1e-09,1,
ctrl56:H2,trajectory_certificate,62,0.0008572768236145833,2.7794810959761984e-14,1,
ctrl57,polytope,60,0.0008846708280948468,1e-12,1,
ctrl57,lipschitz_pairs,30,0.0007791154625168908,1e-12,1,
ctrl57,tv_slope,187,2.993743276618476,1e-09,1,0.10655849566461226
ctrl57:H0,constant_margin,101,8.29070286867406e-07,2e-06,1,
ctrl57:H0,fs_angle,25,0.027301161385061324,1e-09,1,
ctrl57:H0,trajectory_certificate,62,0.0008062915577079499,2.837674432860033e-14,1,
ctrl57:H1,constant_margin,101,7.719731295319221e-07,2e-06,1,
ctrl57:H1,fs_angle,25,0.027176517222332656,1e-09,1,
ctrl57:H1,trajectory_certificate,62,0.0008329772756547893,2.837674432860033e-14,1,
ctrl57:H2,constant_margin,101,9.89740653878357e-07,2e-06,1,
ctrl57:H2,fs_angle,25,0.02766436461921959,1e-09,1,
ctrl57:H2,trajectory_certificate,62,0.000837296362366291,2.837674432860033e-14,1,
ctrl58,polytope,60,0.0008811148426266513,1e-12,1,
ctrl58,lipschitz_pairs,30,0.000685048609572456,1e-12,1,
ctrl58,tv_slope,184,3.403588989091494,1e-09,1,0.11673292737728988
ctrl58:H0,constant_margin,101,8.543596959897926e-07,2e-06,1,
ctrl58:H0,fs_angle,25,0.027116696714981126,1e-09,1,
ctrl58:H0,trajectory_certificate,62,0.0008101658612182927,2.7693543851972027e-14,1,
ctrl58:H1,constant_margin,101,9.411526732394648e-07,2e-06,1,
ctrl58:H1,fs_angle,25,0.026603632097010377,1e-09,1,
ctrl58:H1,trajectory_certificate,62,0.0008371499932117166,2.7693543851972027e-14,1,
ctrl58:H2,constant_margin,101,8.90753758087115e-07,2e-06,1,
ctrl58:H2,fs_angle,25,0.0251115792929709,1e-09,1,
ctrl58:H2,trajectory_certificate,62,0.0008148427376197809,2.7693543851972027e-14,1,
ctrl59,polytope,60,0.000865477237726231,1e-12,1,
ctrl59,lipschitz_pairs,30,0.0006150036680563803,1e-12,1,
ctrl59,tv_slope,189,2.3688691579756895,1e-09,1,0.12069195771740925
ctrl59:H0,constant_margin,101,6.624878483574292e-07,2e-06,1,
ctrl59:H0,fs_angle,25,0.027728434664006187,1e-09,1,
ctrl59:H0,trajectory_certificate,62,0.0007341803621714327,2.7362524122109777e-14,1,
ctrl59:H1,constant_margin,101,9.526918047786381e-07,2e-06,1,
ctrl59:H1,fs_angle,25,0.02713087889534926,1e-09,1,
ctrl59:H1,trajectory_certificate,62,0.000835532450680132,2.7362524122109777e-14,1,
ctrl59:H2,constant_margin,101,9.72460698522859e-07,2e-06,1,
ctrl59:H2,fs_angle,25,0.025164004851631026,1e-09,1,
ctrl59:H2,trajectory_certificate,62,0.0008341961392253072,2.7362524122109777e-14,1,
ctrl60,polytope,60,0.0008806361345642388,1e-12,1,
ctrl60,lipschitz_pairs,30,0.0006104249019436869,1e-12,1,
ctrl60,tv_slope,189,2.628218213199631,1e-09,1,0.10342509925761534
ctrl60:H0,constant_margin,101,7.620653234008401e-07,2e-06,1,
ctrl60:H0,fs_angle,25,0.02769522944905882,1e-09,1,
ctrl60:H0,trajectory_certificate,62,0.0007754292341317637,2.723359332999834e-14,1,
ctrl60:H1,constant_margin,101,9.261140107019727e-07,2e-06,1,
ctrl60:H1,fs_angle,25,0.026943339900433787,1e-09,1,
ctrl60:H1,trajectory_certificate,62,0.0008313332482602354,2.723359332999834e-14,1,
ctrl60:H2,constant_margin,101,7.911242225766557e-07,2e-06,1,
ctrl60:H2,fs_angle,25,0.026287622801814292,1e-09,1,
ctrl60:H2,trajectory_certificate,62,0.0008413925683938839,2.723359332999834e-14,1,
ctrl61,polytope,60,0.0008552458860558998,1e-12,1,
ctrl61,lipschitz_pairs,30,0.0006530429368391323,1e-12,1,
ctrl61,tv_slope,189,2.3910782156667034,1e-09,1,0.10161189272609593
ctrl61:H0,constant_margin,101,9.044517034206834e-07,2e-06,1,
ctrl61:H0,fs_angle,25,0.027542177594904203,1e-09,1,
ctrl61:H0,trajectory_certificate,62,0.0007594992150001811,2.9409644687552787e-14,1,
ctrl61:H1,constant_margin,101,9.757402833487916e-07,2e-06,1,
ctrl61:H1,fs_angle,25,0.026436655250843488,1e-09,1,
ctrl61:H1,trajectory_certificate,62,0.0008382425451517461,2.9409644687552787e-14,1,
ctrl61:H2,constant_margin,101,8.408147151861556e-07,2e-06,1,
ctrl61:H2,fs_angle,25,0.025928238382784862,1e-09,1,
ctrl61:H2,trajectory_certificate,62,0.0008430894004975986,2.9409644687552787e-14,1,
